row_id,pid,question,comment_clean,out_misrep,out_emo_lang,out_ideo_extrem,out_slip_slope,out_insult,out_mock_sarc,out_threat,pa_dress,pa_appear,pa_attit,pa_interact,pa_humor,pa_other,pb_sex,pb_lgbtq,pb_race,pb_origin,pb_nuero_div,pb_phys_able,pb_pol_affil,complex,constructive,reflective
460,93079676,strengths,"This class had no strengths, it was not enjoyable, and his teaching methods were very poor.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
681,76487302,improved,"There are too many things that could be improved. Send Dr. to Shady Side Retirement Home or Vancrest because he's starting to sundown real bad. He needs a full time nurse, a drool bib, and a bedpan. I cannot stress this enough but he is incredibly out of touch with reality and the current sociopolitical environment today. He constantly compares Trump to Hitler after discussing Reductio ad Hitlerum which basically means if anyone compares anything to Hitler in an argument they have lost the argument and their point is moot. I don't care what my professors political views are but I do care when they are constantly inserted into the class throughout the semester when it is not a class about politics. Dr. is the definition of a professor that tries to aggressively push their ideologies on students when it is not appropriate or welcome. His lectures are a complete snooze fest as noted earlier. He rambles on for hours and does absolutely nothing to engage the students. The videos we watched in class were just as boring that essentially substituted for nap time because some people would fall asleep during this class. I could have done an 8 ball of coke before class and still fell asleep because of how monotonous and tone deaf this hack was. He was by far the worst professor I have ever taken a course with in my time at ONU. Please send him to Vancrest so he can interact with people around his age with similarly degrading mental faculties.",0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
1610,29602826,weaknesses,It was not worth any credit so it felt pointless.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
243,38536378,weaknesses,"What wasnt a weakness of this course... The room in inaccessible, the only way you can get there is by going up 3 flights of stairs. He refused to make the room accessible, and would not work with me on my accommodations until multiple people got involved (Heather Nash, Melissa Verb, Lynda Nyce) On the first day let us know that he didn't care enough to learn out names, multiple times in the course he would make racist or otherwise inappropriate jokes. He graded kids badly if they chose _Boring song_. Often making fun of students if he found the song they presented on as boring. He was terrible at teaching the material, it was almost impossible to keep awake. Almost every single student had their phone or laptop out and was working on other assignments, or even playing chess. Once a student gave their presentation he would grill them, asking them questions that had nothing to do with the assignment. Even during our final presentations he said after 7 minutes of questioning a student _okay I guess Ill be done grilling you_. He is unprofessional, uneducated, mean, racist, sexist, ableists and classist. At one point he told a student (whose English is their second language) that they needed to speak more clearly or be docked points. This same student in another class was terrified to give a presentation after being told this by Dr. . He told this same student that their opinion on Japanese music (his country of origination) was wrong.",0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0
1795,46952948,improved,I think that a little less homework or a bit er deadlines would help. Also assigning each a section of the project and get indivually graded off that so that others don't have to do extra work just because someone is being lazy.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1056,23906852,improved,No homework. Or make the homework less tedious and annoying to do.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1506,38543056,weaknesses,The class was a pileup of work which seemed unimportant and annoying.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
624,80133812,improved,Talk ahead not behindÂ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
406,59971446,strengths,"I did not enjoy this class, I find it a waste of time.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
969,92850804,weaknesses,The boring and hard to understand PowerPoints,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
485,25787662,weaknesses,The course content was the weakness. The course content was little bit boring.Â,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
429,84030222,strengths,The topic is good. Everything else about this course is a dumpster fire.,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32,14134802,improved,The feedback from other classmates in feedback activities was pointless and a waste of time in my opinion. Because I felt like I was giving great feedback but my partner would give a _good job_ or something unhelpful.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
179,72533355,weaknesses,Graded too hard for an entry level speech class.Â,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
231,74333450,weaknesses,"classes were extremely and boring. he talked to himself and his own opinions for the entirety of class. he talked about topics in the book, but they were not helpful in further assignments or anything else. not sure what the point of his discussions were, since they were not useful and were not a summary. reading class material and attending class felt like a waste of time to hear his opinions and not have him look for participation. if a student did participate, they were dismissed if they did not share the same views. reading Appiah over and over was repetitive and eventually dull. assigning the same prompt for papers was lazy and confusing. there was no point in reading anything since he did not engage with students in class. I'm never sure what he wanted or what I was doing wrong, and did not learn anything from his assignments. having moodle assignments everyday was confusing because of incorrect dates and his lack of response all semester to our work. we did not spend even amounts of time on subjects which contributed to a struggle in understanding rushed topics later on. he chose not to explain what he wanted for the project and displays none of those characteristics in his own presenting, yet was harsh on students' creativity in presenting",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
1821,88907268,improved,"The class NEEDS to be restructured. Throw away the whole set up and set up. The videos for class are little to no help. When you ask for help after trying for hours, y'all say to basically go away and struggle. This class makes everyone very heated. Also your 3.9 GPA is meaning less to us, because I am sure that where you went for college, you actually learned the material. I had a 3.8 at a college prep high school. You know why? Because they actually taught us and cared about us and weren't a bunch of jerks. This school in general really sucks at taking care of their students. They take your money and run. I am a customer, I am paying you to give me a quality education. Like do y'all not know how business works? Do not get me wrong, I like a challenge and want to be challenged. I can take a challenge. But when we do not get taught the proper material needed, then we cannot succeed. I was challenged at my college prep school, but I was able to succeed because they taught the material. Crazy how that works. I was able to get a 3.8 gpa at my college prep high school. Yeah we can brag about our high gpa too. May not be a 3.9, but I don't need to brag about my previous gpa like you did in class. Because no one else really cares except for yourself. Y'all need to be more like DR. Johnstone. He is a challenging professor, however, he actually cares and want you to succeed. Thank you for coming to my TED Talk.",0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1597,23857367,weaknesses,"I ended up with a really poor project group. One member did absolutely nothing, and the other two's work wasn't really that good. we had really bad communication, which I didn't try to help, which only made our ability to complete the assignments really bad.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
514,28383354,weaknesses,Talk. Talk. Talk. Just sit in class for 50 minutes and listen to the prof talk. Extremely boring.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1235,63073105,strengths,"I loved paddleton, brain on fire, to the bone, and the theory of everything",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1564,97046826,weaknesses,teacher grades assignments 1 month after submission. wack,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
915,53995894,weaknesses,Some activities feel pointless or have very little instructions,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
609,14044849,improved,More yelling!,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
480,44201856,weaknesses,Would've been helpful if less time was spent discussing nazis and other random stuff with no relevance and more time actually spent on better constructing Senior Thesis.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1130,80828475,improved,"I do also wish that with the guided notes you provided a printout of them for days that you planned on using them. It would always slip my mind to go and print them out and then I was kind of screwed for class, same thing with the log paper, it just makes it easier to take good notes. or at least have us fill out a survey maybe for if we want printed notes or not and then only bring so many copies to classtime cause I know a lot of people do have ipads. I know you are always wanting to help but sometimes it feels like a burden to you to go ask questions just because you seem really stressed all of the time always busy. I know you don't actually mean to appear that way but that is always how it makes me feel and does sometimes make me hesitant to visit your office for smaller scale questions. But this is where I enjoy the TA office hours because jake does a really good job with these types of questions.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
538,98750671,weaknesses,"This course is a waste of time. It is not a review of a portfolio. Technical students do not have a portfolio. If they are going to go into an interview, they are going to have a resume with a list of relevant experience, not a portfolio. If the interviewer asks about a specific production that was worked on, then the interviewee should have enough knowledge from their experience working on said production to answer any question that come up. If the interviewer asks to see pictures of the production, then the interviewee should have some on hand, but having a portfolio is not an essential part of this course.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
1035,88265995,weaknesses,I found the class kind of boring as all of the labs were not that fun.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
910,53968964,weaknesses,"Some of the things we were required to do for the design reviews seemed repetitive. I also wish we had more time to come up with our design idea. Most of the TAs were good, especially Jess, but there was one (I think it was Megan but I'm not certain) who was unhelpful.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1727,69550424,improved,maybe be a little slower and have better in class instructions,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1833,23156857,improved,"Make due dates or more strict deadlines for some big parts of tier one so all of the projects and quizzes after tier one do not have to be rushed through. Side note: Dr. Lawrence is not an _*******_, just brutally honest to students who have not put in a passing-grade effort. * Inappropriate words were found and removed from this response.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
527,92335550,weaknesses,"The professor. Seems she enjoys preaching information, but not actually TEACHING students. Seems to passive aggressively pick on students, making small comments here and there, and having favorites to cold call in class. Constructive criticisms were more criticism than constructive, especially on lab days. Overall vibe that the professor does not enjoy being around students but she overcompensates with her tone and behavior - very _Nice Mean Girl_ -esque behavior. Made the class difficult for me, as I was constantly bothered by her general demeanor and way of speaking to students. She also seemed a bit bothered by any questions regarding the content, which made me not want to clarify any confusion I had.",1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
520,88603377,weaknesses,"At times, the material was boring. I know that is just how logic class can be sometimes, but the activities we did, I didn't feel like they always helped my knowledge of the subject and seemed like a waste of time.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1287,95973528,weaknesses,"law is just boring, not much you can do to help that not nit picking some details in quizzes; feels like 3 questions were easy, but 1-2 were supposed to be tricks regularly",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1647,71394827,weaknesses,Its easy to get behind,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
515,68085382,weaknesses,I am not a fan of ethics so it was pretty boring.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1592,58114811,weaknesses,"Timely feedback, I understand the instructor is busy. However, it might be easier for you to require less work out of the students if you know it will be taxing on them (it is only a 2 hr course after all) AND that you won't be able to give feedback in a timely manner. Not trying to be rude, just logical.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1604,91999636,weaknesses,Felt like the course was somewhat pointless. Didn't get as much out of the course as I thought.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
297,53984998,improved,scones everyday,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
537,48910827,weaknesses,"The communication is terrible. When not accessible to ask questions to the individual who will be grading and who is organizing this, it is very difficult to ask questions and get specific information, especially when not on campus. There were often times when things were left open ended and I had to ask for things multiple times to be sent to me to be sent over. I understand that this individual has other things going on, but after several weeks of waiting, I would have expected a response or at least something saying that I am getting to it.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
1823,30852954,improved,have the teacher teach more instead of trying to teach us through videos,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1920,28234953,weaknesses,no hard copy text other than FRCP itself and online book which was terrible...and more than half of it was password protected by Harvard making it inaccessible to us.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1949,62336435,improved,Do small room class every day,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
550,73059301,weaknesses,"There were times that I felt that I was doing well on something in the class and when the playing test came around, I was only left feeling defeated and shot down like all of my efforts meant nothing and I actually did horrible. There were times that I would dedicate a lot of time to learning each instrument and really showing what I know but the grading was so specific and hard! I felt that if we are suppose to be at the 5th grade level, why was the grading so tough? I would have liked to be given the opportunity to show improvement and growth be a focus for grading instead of focusing on how perfect we had to be!",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1120,82940520,improved,"Overall, this was a well ran course by a good professor the only thing that I would suggest is either find a new approach with office hours or adjust the current method so that it is more clear that your are just trying to get us to think more about our question and not that your being condescending.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
913,84712707,weaknesses,If you have a bad group you are stuck with them the entire semester.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1107,37500655,improved,"Every assignment has more words than necessary, which created confusion regarding the assignment. I heard many classmates express similar frustration this same frustration.Â",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
219,49869954,weaknesses,I ally did not like and of the readings in the textbook. I thought they were and boring. I feel that learned more from the books and articles we read than the textbook chapters.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
968,47717650,weaknesses,"Its FOD 2, It is a necessary evil however, can easily still be considered evil at that. I do not feel like I learned anything else this semester, however the project was certainly a time",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1381,14677305,strengths,I enjoyed performing the experiments,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48,88846476,weaknesses,"was not prepared for the class at all at any time. The slideshows that he made was not effective at all nor were the handouts or reading assignments. It was more beneficial to go to tutoring with Jarrod rather than to go to class. did not cover the necessary material to understand the class one bit. His lectures were not worth the time, they were confusing.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1487,47671001,weaknesses,Some topics covered were boring but that could just be me,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
560,28592364,weaknesses,"I did not find lectures helpful. I often found that we reviewed the same notes for multiple weeks. We discussed the same topic for at least an hour until we moved on to a different one. I believe we covered the history of Jews for 3 entire weeks, because I had them written in my notes multiple times. I often found Dr. rambling about the same topic for a period of time. I think the class being 150 minutes in one session is not ideal. It did allow us to view different films, but that is still possible to do in 2 or 3 class periods a week.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1203,68389891,weaknesses,"The disrespectful and/or passive aggressive emails. There will be times when I used appropriate/respectful language but felt most of the emails back from Dr. was a bit aggressive and should be a bit more professional- sending reply emails to clarification questions in all caps or making sound like a command instead of a respectful answer to a question we are confused about. Also, some of the messages through CORE sent to the APPE students was a little discouraging. Sometimes we may not be doing good in our drug knowledge due to stress or other life factors we are trying to figure out. From talking to some friends, a good majority of us are truly trying and working hard but still collectively get put down in emails for our faults.",0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0
1020,56028878,weaknesses,Why do we have to write big reports when the other session doesnÂ’t have to write any at all. Grading was based on preference not correctness when it came to reports. Just because my graph isnÂ’t black and white doesnÂ’t mean you should doc me points for it when u donÂ’t even talk about it in the rubric.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
18,58082044,weaknesses,"There was some failure in explaining what was needed for assignments, and examples for the assignments were formatted incorrectly and led to a worse grade.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1733,77183670,improved,This course could be improved by doing more hands-on activities and less meaningless presentations.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1206,65378588,weaknesses,"I think Pat could be a better to work with. I think she could think through some of what she says for APPE prep in and in emails better. For example in class, we were told if we needed to live in our cars for rotations we would have to, pat offers no sympathy or care for students, making most students not want to talk with her to bring up issues and honestly bitter and dreading appes. I myself had issue that was ignored for weeks and when I got help eventually, I left her office crying. Additionally emails do not make sense that she writes, maybe rereading them would help them sound more professional, which preaches to usÂ… I also heard from a preceptor about an email she sent about professionalism to preceptors that I believe puts ONU students in a negative light. ItÂ’s unfortunate that pat is one of the last professors we have experience with, because she very negatively impacts views of ONU of not only future alumni but also preceptors.Â",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
1571,25273179,weaknesses,"TIME. Project. Taking forever to get grades back. The project was too open-ended and seemed very rushed at the end. Starting earlier with a more refined focus would help immensely. But the main problem is that this 2 credit lab took more of my time than multiple three credit classes. It is actually absurd. Between the homework and report and the project, it is a lot and it is not spread evenly.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1607,28499907,weaknesses,The only weakness is these last few weeks were the classes have combined and the sessions do not seem planned out very well. Most class sessions feel very drug out for no reason.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
593,15136344,weaknesses,Weaknesses: more modern songs within the PowerPoint notes to keep the audience's attention and to stay up to speed on the current music styles Dislikes: there was a lot of material on the history of music which was good to learn but just a little boring at times,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1121,27176269,improved,"There are many opinions on your approachability. You theorize that it's because you're _big, loud, and passionate,_ but I don't think this is necessarily the reason. I don't have this problem, but I have noticed that your responses to questions are often sarcastic or quick to point out something wrong. While this is helpful that you recognize issues quickly, It comes off with a tone of disappointment or annoyance. There are also many times when I have come to your office and you seem annoyed that I want to talk about something or ask a question. I think this apparent disinterest in problems is where people find it difficult to talk to you.",0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
1903,93319372,strengths,The class was circumscribed to only the content you need to know to begin as a practitioner in the field. I appreciated the hand outs with the black letter law.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1624,10562520,weaknesses,The course felt sporadic and choppy. The work load was a lot more than I expected and felt meaningless. Â Â,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1223,43058794,improved,Maybe just have sympathy.Â,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
558,31136087,weaknesses,"the weaknesses is he never used moodle, we never knew our grades, his course load was alot for one to handle with 4 other classes. his powerpoint was just one big powerpoint that hed flip through, he never made a clear rubric. he made us print off everything",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
562,45908779,weaknesses,This class was the most unorganized class I have taken. PowerPoint dates are all over the place and it doesnÂ’t go I order. It was very hard and challenging to follow a.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
687,98429007,improved,Maybe grade at a reasonable level.,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
177,57108546,weaknesses,"She doesn't post grades on Moodle and I find it very upsetting. I would like to see my grades especially in a course this involved and stressful so I can have some ease and understanding of where I am. The course is overly stressful at times, especially in the two weeks where you create an experiment as it feels like a very stressful mess. It becomes more bearable as the course goes on but the initial stress and panic biased me deeply for how I feel about this class. Dr. uses open ended notes/PowerPoints at times which means you have to heavily rely on listening skills at times which can be hard for a 2 hour class period.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
510,21712958,weaknesses,I did not like how the professor would talk for the entire time during our class - the classes were not engaging and did not help me learn the material as he just talked the entire time. Also sometimes the discussion groups were not helpful as the other people in my group would not participate and it was very one sided/I would have to carry the conversation even though there were 3 other people in my group. I also did not like how the last scenario was due right after spring break when we had one that was due right before spring break. I feel as if these assignments should have been spaced out more and not been as close together. I also feel like the issue and case studies were not thoroughly explained or introduced in class and I feel the professor should have explained these a bit more and introduced them better so we had more clear expectations.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
