"row_id","pid","question","comment_clean","out_misrep","out_emo_lang","out_ideo_extrem","out_slip_slope","out_insult","out_mock_sarc","out_threat","pa_dress","pa_appear","pa_attit","pa_interact","pa_humor","pa_other","pb_sex","pb_lgbtq","pb_race","pb_origin","pb_nuero_div","pb_phys_able","pb_pol_affil","complex","constructive","reflective","total_toxicity","TOXICITY","SEVERE_TOXICITY","INSULT","TOXICITY2"
681,76487302,"improved","There are too many things that could be improved. Send Dr. to Shady Side Retirement Home or Vancrest because he's starting to sundown real bad. He needs a full time nurse, a drool bib, and a bedpan. I cannot stress this enough but he is incredibly out of touch with reality and the current sociopolitical environment today. He constantly compares Trump to Hitler after discussing Reductio ad Hitlerum which basically means if anyone compares anything to Hitler in an argument they have lost the argument and their point is moot. I don't care what my professors political views are but I do care when they are constantly inserted into the class throughout the semester when it is not a class about politics. Dr. is the definition of a professor that tries to aggressively push their ideologies on students when it is not appropriate or welcome. His lectures are a complete snooze fest as noted earlier. He rambles on for hours and does absolutely nothing to engage the students. The videos we watched in class were just as boring that essentially substituted for nap time because some people would fall asleep during this class. I could have done an 8 ball of coke before class and still fell asleep because of how monotonous and tone deaf this hack was. He was by far the worst professor I have ever taken a course with in my time at ONU. Please send him to Vancrest so he can interact with people around his age with similarly degrading mental faculties.",0,0,0.5,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0.75,0,0,0,4.25,0.19870108,0.004463196,0.13245803,0.203164276
687,98429007,"improved","Maybe grade at a reasonable level.",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.07608539,0.0013160706,0.030154925,0.0774014606
983,60604548,"weaknesses","The course was well taught a with the lab and some topics that were unclear in lecture were sometimes clarified in lab. The only downside to this class is Dr.s office hours can often times be counter productive because his approach with answering questions with a question often times come off as condescending. This often times lead to even more confusion and less likelihood of going back to office hours for help.",0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0.014576632,0.0005173683,0.010058892,0.0150940003
1098,19972438,"improved","this could be improved by having less busy homework designed to waste my time when I could be doing something more valuable.",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.04216247,0.0007677078,0.018129934,0.0429301778
1120,82940520,"improved","Overall, this was a well ran course by a good professor the only thing that I would suggest is either find a new approach with office hours or adjust the current method so that it is more clear that your are just trying to get us to think more about our question and not that your being condescending.",0,0,0,0,0.5,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.103060275,0.0010490417,0.056719027,0.1041093167
1121,27176269,"improved","There are many opinions on your approachability. You theorize that it's because you're _big, loud, and passionate,_ but I don't think this is necessarily the reason. I don't have this problem, but I have noticed that your responses to questions are often sarcastic or quick to point out something wrong. While this is helpful that you recognize issues quickly, It comes off with a tone of disappointment or annoyance. There are also many times when I have come to your office and you seem annoyed that I want to talk about something or ask a question. I think this apparent disinterest in problems is where people find it difficult to talk to you.",0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.5,0,2,0.08004235,0.0014781952,0.034672357,0.0815205452
1130,80828475,"improved","I do also wish that with the guided notes you provided a printout of them for days that you planned on using them. It would always slip my mind to go and print them out and then I was kind of screwed for class, same thing with the log paper, it just makes it easier to take good notes. or at least have us fill out a survey maybe for if we want printed notes or not and then only bring so many copies to classtime cause I know a lot of people do have ipads. I know you are always wanting to help but sometimes it feels like a burden to you to go ask questions just because you seem really stressed all of the time always busy. I know you don't actually mean to appear that way but that is always how it makes me feel and does sometimes make me hesitant to visit your office for smaller scale questions. But this is where I enjoy the TA office hours because jake does a really good job with these types of questions.",0,0,0,0,0.5,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0.5,1,0,1,0.11652588,0.004673004,0.034782536,0.121198884
1167,68218569,"improved","The homework for this class took forever. Some sections more than others. Felt at times like this course took er to complete than my core classes.",0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.0126288915,0.00072956085,0.007778878,0.01335845235
1192,19318530,"strengths","A strength is that our expectations were definitely communicated in the beginning of rotations and throughout each month. I wasn't a fan of the negative manner in which this was frequently done (i.e. negative emails), but they were communicated.",0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.015896067,0.0006914139,0.009355888,0.0165874809
1203,68389891,"weaknesses","The disrespectful and/or passive aggressive emails. There will be times when I used appropriate/respectful language but felt most of the emails back from Dr. was a bit aggressive and should be a bit more professional- sending reply emails to clarification questions in all caps or making sound like a command instead of a respectful answer to a question we are confused about. Also, some of the messages through CORE sent to the APPE students was a little discouraging. Sometimes we may not be doing good in our drug knowledge due to stress or other life factors we are trying to figure out. From talking to some friends, a good majority of us are truly trying and working hard but still collectively get put down in emails for our faults.",0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.5,1,0,2,0.09308127,0.0016593933,0.035333443,0.0947406633
1206,65378588,"weaknesses","I think Pat could be a better to work with. I think she could think through some of what she says for APPE prep in and in emails better. For example in class, we were told if we needed to live in our cars for rotations we would have to, pat offers no sympathy or care for students, making most students not want to talk with her to bring up issues and honestly bitter and dreading appes. I myself had issue that was ignored for weeks and when I got help eventually, I left her office crying. Additionally emails do not make sense that she writes, maybe rereading them would help them sound more professional, which preaches to usÂ… I also heard from a preceptor about an email she sent about professionalism to preceptors that I believe puts ONU students in a negative light. ItÂ’s unfortunate that pat is one of the last professors we have experience with, because she very negatively impacts views of ONU of not only future alumni but also preceptors.Â",0,0,0,0,0.5,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0,1,0.083999306,0.0015640259,0.042665333,0.0855633319
1212,86112572,"weaknesses","In class lectures during P5 year that related to APPEs were mostly dreaded by students it seems. We appreciated the insight and the explanations of how things would work during APPEs, but we were treated like children most of the time. I think the experiential office needs to have more faith in the professionalism that was taught to us starting P1 year, and trust us to act appropriately since we are all adults. It was frustrating going to class just to be yelled at and sort of threatened for how we may or may not act in our future APPEs. One five or ten minute speech on that would have sufficed, but it was every single time we were all in that room together. It can make students feel like their university has no trust or faith in their abilities.",0,0,0,0,0.5,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.050821137,0.001373291,0.025800243,0.052194428
1223,43058794,"improved","Maybe just have sympathy.Â",0,0,0,0,0.5,0.5,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5,0.07608539,0.002040863,0.028942931,0.078126253
1549,54689742,"weaknesses","Intentionally confusing",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.03781283,0.0012969971,0.01625293,0.0391098271
1560,80839473,"weaknesses","Honestly, I thought the class was well taught and conducted however when giving feedback on reports please try and write a little neater lol it took me so on some reports to try and decipher what your notes said. Other than that this was a good class. Andy",0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.5,0.050078966,0.0014877319,0.022706337,0.0515666979
1571,25273179,"weaknesses","TIME. Project. Taking forever to get grades back. The project was too open-ended and seemed very rushed at the end. Starting earlier with a more refined focus would help immensely. But the main problem is that this 2 credit lab took more of my time than multiple three credit classes. It is actually absurd. Between the homework and report and the project, it is a lot and it is not spread evenly.",0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.08083374,0.0014305115,0.033019636,0.0822642515
1573,13524941,"weaknesses","The sarcastic and sometimes rude comments on reports with little helpful info. The fact that it seems as if you are being judged every time you make a mistake. Lectures were like a boring lullaby that makes you wanna sleep as soon as you sit down.",0.5,0,0,0,1,0.5,0,0,0,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,3,0.26104406,0.0032234192,0.23704576,0.2642674792
1575,73338128,"weaknesses","The course had way to many projects and experiments than a two credit hour course should have. These reports were tens of pages with tables and graphs and equations that required a lot of time spent on them if a good grade was desired. The feedback on submitted work also took forever to receive back. Feedback is really important in learning and correcting mistakes so when feedback isn't received until finals week, it is kind of pointless at that point. The powerpoints could definitely be a little better as far as the presentation of them and the delivery of them.",0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.5,0.03969839,0.0010728836,0.021803947,0.0407712736
1594,42663180,"weaknesses","Sarcastic comments/feedback served only to make the student feel stupid and was not productive or helpful.",0,0,0,0,0.5,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0.5,0,1,0.4838166,0.01121521,0.5145894,0.49503181
1645,92350914,"weaknesses","Everything about the class was a weakness. The class is set up like garbage. The teaching of the material sucks. They do not want us to succeed. And then at the end of the semester only a handful of people are passing the class, so it obviously must be the students fault. I mean it could never be the fault of the makers of the class, right?. Which is completely wrong. and set this class up for you to fail or get a very bad grade. They do not want you to succeed in this class. And if that isn't the case, then why does everyone say that about this class? If the class is not flawed, then why does everyone dislike it and do poorly in it? I mean come on, it does not take a rocket scientist to realize that this class is set up for failure.",1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.5140397,0.08595808,0.48569724,0.59999778
1722,25238121,"improved","This course could be improved by giving less busy work, that ultimately has nothing to do with our group projects or assignments. Also, I feel as if we should get more days in class to work on our projects, instead of just doing very random tasks all the time. It would be helpful, especially to student athletes and those with busy schedules, who have limited time to meet (and when they do it's late at night).",0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.0069113337,0.00042915344,0.0066388706,0.00734048714
1731,46078736,"improved","My suggestion would be to try and get more knowledgeable TAs (and also TAs that are actually nice). Some of the TAs were really great, kind, and helpful like Jess, but others like the two TAs on Sunday were not. The TAs on Sundays never had any idea how to answer questions, and they never wanted to look up the answers either. They just didn't want to be bothered with any of us who needed help, and it clearly showed in their attitudes.",1,0,0,0,1,0.5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3.5,0.030388435,0.00064849854,0.018645585,0.03103693354
1743,57088410,"improved","why is this a 2-credit hour course.... we meet for the same amount of time a week that a 3-credit hour class does. I end up putting in more hours a week on a stupid 2 credit hour class than I do a 3 credit hour. the work load is too much. why are we doing reports, exams, and a fat group project. dum",0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.50759226,0.01806218,0.5130944,0.52565444
1821,88907268,"improved","The class NEEDS to be restructured. Throw away the whole set up and set up. The videos for class are little to no help. When you ask for help after trying for hours, y'all say to basically go away and struggle. This class makes everyone very heated. Also your 3.9 GPA is meaning less to us, because I am sure that where you went for college, you actually learned the material. I had a 3.8 at a college prep high school. You know why? Because they actually taught us and cared about us and weren't a bunch of jerks. This school in general really sucks at taking care of their students. They take your money and run. I am a customer, I am paying you to give me a quality education. Like do y'all not know how business works? Do not get me wrong, I like a challenge and want to be challenged. I can take a challenge. But when we do not get taught the proper material needed, then we cannot succeed. I was challenged at my college prep school, but I was able to succeed because they taught the material. Crazy how that works. I was able to get a 3.8 gpa at my college prep high school. Yeah we can brag about our high gpa too. May not be a 3.9, but I don't need to brag about my previous gpa like you did in class. Because no one else really cares except for yourself. Y'all need to be more like DR. Johnstone. He is a challenging professor, however, he actually cares and want you to succeed. Thank you for coming to my TED Talk.",0,0,0,0,1,1,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,2.5,0.1537979,0.005569458,0.059061307,0.159367358
1866,82828499,"instructor","I understand that e-mail was an extremely important communication tool for students and instructors this semester. Some professor emails came across as condescending, which lowered the overall morale of students trying to get through the semester. It's been a rough year for all of us, but small comments that were sent via email should have been thought about before the send button was hit.",0.5,0,0,0,1,0,0,0,0,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,2.5,0.017089844,0.000667572,0.00975489,0.017757416
962,41237946,"weaknesses","some weakness is that some assignments go at your own pace for two days, so it does not help to learn those skills.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.021785567,0.00066280365,0.011046898,0.02244837065
150,96467562,"strengths","The musical choices provided by the Professor, that gave evidence of each genre. PowerPoints very organized. Assignments very straight forward. He talked about controversial topics in music, which I appreciated because usually teachers dance circles around it or they straight up ignore the facts.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.028149333,0.0006866455,0.014276917,0.0288359785
806,23864341,"strengths","I enjoyed that the majority of the class was hands on and not sitting and listening to a lecture everyday",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.034748793,0.0012493134,0.012566907,0.0359981064
1145,58048163,"improved","A little more time to work on examples myself would have been nice but I also realize that there is only a limited amount of time per day with a lot of material to cover.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.009990019,0.00067710876,0.007493876,0.01066712776
1320,73834307,"strengths","The class is very hands-on. Also, it teaches students how to work well with a team and overcome any potential adversity. I enjoyed the hands-on lab type of things we did. An example of this was learning how to solder. These were most effective because I retained the information better and got a better sense of what something was through experimentation.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.007822373,0.0006198883,0.0067433715,0.0084422613
715,79971464,"improved","Spend more time on country music",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.038519915,0.0016880035,0.013744914,0.0402079185
1869,81188394,"strengths","The textbook is good.. Reviewing the problems was also useful",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.015016444,0.0011014938,0.008272881,0.0161179378
1469,62938691,"strengths","I liked how the quizzes were set up, and that we went over some of that content in class. I enjoyed how flexible our lectures were and how the professor changed it when he thought a different method would work better.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.008859074,0.0007724762,0.007028373,0.0096315502
751,12240656,"weaknesses","No weaknesses",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.035691574,0.001783371,0.012452906,0.037474945
1745,74131979,"improved","for a 2 credit hour course respectfully there should be a lot less work and outside of the class room projects. the way the course is laid out its design to be a 4 credit hour class. for a 2 credit hour class I have so much more work when compared to my 3 credit hour classes.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.008105109,0.00046014786,0.006676871,0.00856525686
1035,88265995,"weaknesses","I found the class kind of boring as all of the labs were not that fun.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.11357342,0.0019931793,0.05027775,0.1155665993
446,17903209,"strengths","I enjoyed having class discussion the most since I was able to listen to multiple perspectives from my peers and integrated into my thoughts, strengthening my opinions. In addition, I enjoyed reading Paul Kalanithi's and Christie Watson's books as they are written in first , which makes me related more to myself.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.009927189,0.00071048737,0.007151874,0.01063767637
879,94647453,"strengths","The labs are easy to understand, and not terribly time consuming. The review of concepts is also helpful for doing the relevant lab. I think being able to work on the exercises in class is helpful.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.013885498,0.0006866455,0.008652883,0.0145721435
1762,35839619,"improved","This course could be improved by either lessening the workload some to fit a 2 credit hour class or changing the course to a 3 credit hour class, also if feedback was given in an appropriate amount of time for bigger grade assignments it could really help in designing better projects or parts of the project which you are looking to grade.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006942749,0.0005364418,0.0064108693,0.0074791908
248,39935168,"weaknesses","I would have liked to have had more worksheets or assignments that I could work on outside of class (to really test my knowledge of the lecture information and practice with the math).",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.011623607,0.000667572,0.0074178753,0.012291179
1234,36402459,"strengths","I enjoyed that it was online. It made it easy to get assignments done on my own time. When I wanted to take a break fro studying I could turn on one of the movies we had to watch so then it did not feel like I was wasting time while taking a break. I like that the movies were all relatable and very interesting. They are all movies I probably would have picked to watch at some point anyways. Overall, this was my favorite course this semester and I was upset when it was over.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0154562555,0.00077724457,0.008747884,0.01623350007
1868,29564349,"strengths","Professor Baez does an amazing job teaching the material and keeping students engaged. While he does cold-call, students do not blank or feel intimidated, they do their best to respond to the question which is how all cold calls should go. You can tell that students actually are learning and intrigued by the material rather than feeling burdened by it or generally uninterested. He does an effective job of employing multimedia to retain classroom attention as well as incorporating reinforcing material such as short podcasts and post-class quizzes on his Google Classroom. Many students agree his teaching methods are effective and appreciate his willingness to encourage students' desires to learn and succeed.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.019100413,0.0008249283,0.012642908,0.0199253413
1951,25142336,"instructor","I thought Dr. did a great job teaching and I really appreciated how prepared he was coming to class.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.010681152,0.00078201294,0.0075508766,0.01146316494
372,48963382,"strengths","I think Dr. is very passionate in what he teaches and effectively communicates what to do about the coursework. Also provides feedback in a timely mannerÂ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.011937759,0.0009775162,0.008785884,0.0129152752
367,84160859,"strengths","I thought it did a good job of setting the stage for ethics among professionals and used great examples in class to help understand.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.009801528,0.00064373016,0.0072088744,0.01044525816
1073,70366477,"improved","Making the homework more understanding based, not just the right answers.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.010304171,0.00046253204,0.0074368757,0.01076670304
